,frameno,ant_id,x,y,next_x,next_y,speed,angle,cos(angle),dx,dy
5,1,6,279.646,167.458,283.118,167.458,3.47199999999998,0.0,1.0,1.157000000000039,8.100999999999999
26,1,27,1056.36,364.805,1055.21,364.805,1.1499999999998636,0.0,1.0,-1.1499999999998636,-4.5919999999999845
35,2,6,282.156,169.754,284.276,167.458,1.1580000000000155,0.0,1.0,2.509999999999991,2.2959999999999923
56,2,27,1051.77,370.545,1049.47,367.101,6.182169198590417,-0.3805063771123632,0.92847669088526,-4.589999999999918,5.740000000000009
65,3,6,278.684,167.439,281.961,168.616,2.5884723293865872,-0.46382038024995664,0.8943499119994855,-3.47199999999998,-2.3149999999999977
86,3,27,1047.18,377.433,1049.47,364.805,2.2959999999999923,-1.5707963267948966,6.123233995736766e-17,-4.589999999999918,6.887999999999977
95,4,6,274.055,159.338,284.276,170.93,3.273197366490441,0.7851821340208122,0.7072595205226402,-4.629000000000019,-8.100999999999999
116,4,27,1047.18,377.433,1046.02,370.545,6.697021726110826,-1.029608580836779,0.5151543687769354,0.0,0.0
125,5,6,280.999,155.86599999999996,287.748,165.144,6.747783339734604,-1.0303259954360653,0.514539342061409,6.944000000000017,-3.472000000000037
146,5,27,1047.18,377.433,1046.02,370.545,0.0,,,0.0,0.0
155,6,6,276.4089999999999,157.01399999999992,281.961,173.245,9.955680288157094,-0.9505001347566708,0.5812761993657004,-4.5900000000001455,1.1479999999999677
176,6,27,1047.18,377.433,1047.17,367.101,3.630927705146486,-1.2485232153999855,0.3167234639153179,0.0,0.0
185,7,6,271.81899999999996,154.71799999999993,279.646,167.458,6.232864028678955,1.1902601567434679,0.37141833823874665,-4.589999999999918,-2.2959999999999923
206,7,27,1047.18,377.433,1046.02,371.693,4.733810727099264,-1.3254077856296895,0.24293324475707875,0.0,0.0
215,8,6,274.13399999999996,151.24599999999992,287.748,172.088,9.331629225381791,0.5191726979719609,0.868229952596353,2.3149999999999977,-3.4720000000000084
236,8,27,1047.18,377.433,1048.32,367.101,5.135802176875551,-1.1064520965205062,0.4478365639463156,0.0,0.0
245,9,6,278.7240000000001,153.54239999999993,283.118,175.56,5.787200013823613,-0.6434319907397604,0.8000414689211592,4.5900000000001455,2.2964000000000055
266,9,27,1051.77,377.433,1048.32,364.805,2.2959999999999923,-1.5707963267948966,6.123233995736766e-17,4.589999999999918,0.0
275,10,6,276.41,150.07039999999995,283.118,176.717,1.1570000000000107,1.5707963267948966,6.123233995736766e-17,-2.314000000000078,-3.47199999999998
296,10,27,1051.77,377.433,1047.17,363.657,1.624931998577092,0.784527841598116,0.7077219237524319,0.0,0.0
305,11,6,277.56700000000006,153.5424,284.276,180.189,3.6600202185233752,1.2488729712940416,0.31639169481615786,1.157000000000039,3.472000000000037
326,11,27,1051.77,377.433,1047.17,364.805,1.1480000000000246,1.5707963267948966,6.123233995736766e-17,0.0,0.0
335,12,6,278.7240000000001,153.5424,283.118,180.189,1.1580000000000155,0.0,1.0,1.157000000000039,0.0
356,12,27,1051.77,377.433,1050.62,364.805,3.449999999999818,0.0,1.0,0.0,0.0
365,13,6,283.31400000000025,151.24639999999994,283.118,175.56,4.628999999999991,-1.5707963267948966,6.123233995736766e-17,4.5900000000001455,-2.296000000000049
386,13,27,1051.77,377.433,1047.17,367.101,4.144166502446386,-0.5871994983796015,0.8324955085572003,0.0,0.0
395,14,6,283.31400000000025,144.30239999999992,295.849,180.189,13.546438720195052,0.348739469183039,0.9398041996839065,0.0,-6.944000000000017
416,14,27,1051.77,377.433,1047.17,367.101,0.0,,,0.0,0.0
425,15,6,286.78600000000023,145.4593999999999,291.22,173.245,8.345464456817217,0.9828269568797559,0.5546725438652655,3.47199999999998,1.1569999999999823
446,15,27,1051.77,377.433,1047.17,362.509,4.5919999999999845,-1.5707963267948966,6.123233995736766e-17,0.0,0.0
455,16,6,287.94400000000024,144.30239999999992,297.006,179.032,8.183346809221728,0.7854845714159027,0.7070456788510737,1.1580000000000155,-1.1569999999999823
476,16,27,1050.62,380.877,1055.21,363.657,8.121545665696853,0.14182740216992068,0.9899593416015235,-1.150000000000091,3.444000000000017
485,17,6,291.41600000000034,144.30239999999992,300.478,180.189,3.659703949775202,0.32166414637818536,0.9487106191235236,3.4720000000000937,0.0
506,17,27,1050.62,380.877,1052.91,369.397,6.1836558765830345,-1.189689349154155,0.3719482529275043,0.0,0.0
515,18,6,291.41600000000034,145.45939999999993,306.265,180.189,5.786999999999978,0.0,1.0,0.0,1.1570000000000107
536,18,27,1050.62,380.877,1046.02,362.509,9.742517333831183,0.7852530044494097,0.7072094166129291,0.0,0.0
545,19,6,290.2580000000003,141.98739999999992,313.209,181.346,7.039729043081151,0.16510197135922183,0.9864016011844633,-1.1580000000000155,-3.4720000000000084
566,19,27,1051.77,384.321,1043.73,364.805,3.242794473906695,-0.7867064923500386,0.7061810479901088,1.150000000000091,3.444000000000017
575,20,6,296.0480000000004,144.30139999999994,318.995,176.717,7.409820308212605,-0.6747620188158849,0.7808556428267421,5.790000000000077,2.3140000000000214
596,20,27,1051.77,384.321,1041.43,364.805,2.2999999999999545,0.0,1.0,0.0,0.0
605,21,6,291.4190000000004,151.24539999999996,322.467,179.032,4.17300958541912,0.5880690663947402,0.8320134255457904,-4.629000000000019,6.944000000000017
626,21,27,1048.33,390.06100000000004,1041.43,369.397,4.5919999999999845,1.5707963267948966,6.123233995736766e-17,-3.4400000000000546,5.740000000000009
636,22,6,283.3170000000004,146.61639999999994,327.097,180.189,4.7723735184916025,0.24487702161681796,0.9701671468211888,-8.101999999999975,-4.629000000000019
657,22,27,1048.33,390.06100000000004,1046.02,371.693,5.132223299896372,0.46382188575052885,0.8943492384855112,0.0,0.0
667,23,6,277.5300000000004,154.71739999999994,330.569,187.133,7.763628017879301,1.1071487177940873,0.4472135954999608,-5.786999999999978,8.100999999999999
688,23,27,1046.04,380.877,1046.02,367.101,4.5919999999999845,-1.5707963267948966,6.123233995736766e-17,-2.2899999999999636,-9.184000000000026
698,24,6,278.68700000000047,159.34739999999994,334.041,183.661,4.9101494885593775,-0.7853981633974524,0.7071067811865447,1.157000000000039,4.6299999999999955
719,24,27,1046.04,380.877,1046.02,367.101,0.0,,,0.0,0.0
728,25,6,281.0020000000005,159.34739999999994,338.67,191.762,9.330264840828484,1.0516635063547866,0.4961273960567433,2.3150000000000546,0.0
