,ant_id,surrogate_x,surrogate_y
0,6,279.646,161.33452691365753
1,6,376.5889873182855,161.59351049640782
2,6,380.5561905005371,163.5918923336932
3,6,340.2011082320805,166.41673321867535
4,6,379.00329150922056,167.90119221120182
5,6,408.95419702072843,155.5610584154293
6,6,345.9964948195432,169.64242983311618
7,6,323.7632074052719,161.79930365435854
8,6,405.90486416406947,168.58575153708006
9,6,366.68648060577095,171.59224284828423
10,6,366.32786690504577,174.77257345294493
11,6,402.1349236163661,179.56149377765962
12,6,346.30692661086067,182.32447614208763
13,6,373.8778346656479,170.1257290452188
14,6,420.32323246355935,186.00505623015982
15,6,418.1725191108543,169.70063318645634
16,6,424.6762334752839,177.25822374639648
17,6,429.48009761587343,178.47397092966494
18,6,432.5019586579101,186.9224542452422
19,6,433.27781061541396,187.59350052796583
20,6,437.31307839009764,174.88500229407134
21,6,439.07820091478317,177.03581762923278
22,6,439.97431352138017,178.15727818032366
23,6,440.98925481064,189.76204909849707
24,6,444.0958504207106,187.84111652462013
25,6,445.34944027809115,190.46592509163432
26,6,445.7026509872485,193.0841907418738
27,6,460.4216505259368,193.9195978982243
28,6,454.61807073860524,204.83927776048466
29,6,463.1183640363171,199.20122465092325
30,6,474.5036778242155,221.79429146486234
31,6,464.12738477800576,224.04135211340235
32,6,472.72429107667216,206.61818329528768
33,6,493.50225545159867,229.11610220534453
34,6,519.5486107544871,230.00099528822554
35,6,494.8561267761504,233.60738939356412
36,6,520.5480584469487,247.76517909091962
37,6,516.5184155227851,260.55657568943394
38,6,514.1801617817455,265.7570528820389
39,6,513.4122114532221,263.1635740219503
40,6,497.6129559382552,274.4253603596127
41,6,510.7661028636528,274.8307476633231
42,6,473.0519559397925,284.37379887604953
43,6,482.8525200507863,275.6064833871492
44,6,473.4269219845018,278.14133187214384
45,6,466.8941986690871,269.5935364280846
46,6,495.2350216477736,277.85759060393946
47,6,484.3574637804321,280.54056748717204
48,6,520.2288808217993,287.12378891315177
49,6,504.9861878940354,283.78982430367
50,6,507.8009951655997,294.3584621706051
51,6,497.73980343122116,301.2620710190091
52,6,522.253180860269,297.1532913367574
53,6,529.7953512183869,293.3400680571102
54,6,531.7872320898398,299.5579566963736
55,6,527.6129599438016,290.87628565884637
56,6,534.1750300392783,308.5862916268035
57,6,536.1548473887514,307.76342858058956
58,6,537.025091285017,306.1796943194703
59,6,535.0657846762163,306.1311031198604
60,6,537.6947093354429,306.39258377251133
61,6,536.9900485904207,295.98599192802476
62,6,537.8431257413615,306.06035376925536
63,6,537.0233709722165,289.51990889713466
64,6,540.7990003862658,301.88471444284767
65,6,540.9493257474642,290.6091343875374
66,6,541.8433067172733,296.38999001077764
67,6,544.3998585559442,296.4571245369631
68,6,544.4096027069372,293.3594565780052
69,6,542.1525943475467,297.11480115309524
70,6,550.6860814529779,289.9950060636839
71,6,544.2474638868505,284.2943408556252
72,6,550.873979293623,282.67727924152155
73,6,553.9387310270736,290.09619214016516
74,6,554.964801668395,279.5200189927084
75,6,556.9100913017252,278.4960624595318
76,6,557.4377448028206,279.04030401526086
77,6,561.272891219776,269.7415620448812
78,6,558.8044995725529,258.80358475121966
79,6,561.5878298113008,232.00356024025575
80,6,561.6922272653444,236.35039168449586
81,6,563.5680200039801,230.05213558321526
82,6,564.5665966495792,243.46654317941397
83,6,566.8257524082644,230.78554405260803
84,6,567.4840633487072,234.4981692252
85,6,569.4578851640861,225.52623331235105
86,6,570.5904904355327,224.10145668203486
87,6,573.1221753550013,225.1993152792216
88,6,573.5180578622055,218.20292747154534
89,6,574.2824507465866,204.9398161661124
90,6,575.9542268642958,207.46268756334794
91,6,576.8944729777234,229.04479892445943
92,6,578.3808533197398,235.445586570166
93,6,580.5086594033603,244.59976165098414
94,6,585.7411193289377,262.27577856341196
95,6,589.4389693975528,279.31889201889527
96,6,586.3497211686096,277.66215638251765
97,6,590.6324501844257,293.64731114740954
98,6,591.6708183662508,312.267695764001
99,6,592.7182670335941,317.004952660801
100,6,591.7236756253001,322.26416223196577
101,6,597.8719316915808,319.4567965981305
102,6,598.1124959419492,322.61445488152947
103,6,598.6918746559481,325.8278673973777
104,6,598.9393703994382,325.43705567811077
105,6,599.9548884156978,331.414566314052
106,6,600.8638307544576,331.15951596744225
107,6,601.6515143020447,333.02410622680486
108,6,602.8669566679824,333.6982082168248
109,6,603.0433043930761,334.4915934682998
110,6,603.6641654501368,334.88119476204383
111,6,611.7708315836571,334.5818609791961
112,6,611.9794168958954,335.12916014775436
113,6,616.1083190867394,335.75169655363317
114,6,611.6231762404728,336.5806258562543
115,6,606.3096690332798,337.37742456672197
116,6,612.0444327084028,337.70308767806756
117,6,610.4942522052364,339.1288680356245
118,6,613.0634142007498,337.7821774557477
119,6,607.5524339175968,342.6349951604951
120,6,620.5896446819067,342.9255910273705
121,6,624.4962089716282,349.24941228989707
122,6,627.8974612413509,349.99938187005404
123,6,625.4116238682361,350.4304144178116
124,6,619.7925528965993,353.19663009219465
125,6,620.9043197374183,351.85910473027764
126,6,627.8420689917591,353.7933249110619
127,6,624.6351963835631,358.23096641839317
128,6,623.9437813064347,366.285389363229
129,6,613.2802209558342,361.314150563874
130,6,615.957066345182,364.293447180401
131,6,608.9998233450603,372.61232939922314
132,6,614.5079432327555,371.8527808312411
133,6,616.8579931374618,375.0716333854677
134,6,625.7472292139673,380.32544072943614
135,6,628.2610141317896,396.52122501217326
136,6,629.4600240913,417.6881527981379
137,6,630.0581222570755,417.96867291577615
138,6,630.0136115597198,412.49034049446976
139,6,630.2545695296353,426.85722329849494
140,6,630.8230066545561,425.1858068316681
141,6,631.0870405738581,434.77297476788726
142,6,632.9420904088994,439.18606205729907
143,6,642.4349215688069,451.01113515449885
144,6,633.2027264567646,446.4505959745517
145,6,633.0516029845685,458.0373952533986
146,6,644.8629320478939,470.7316808518744
147,6,644.7340671842319,473.3418617652871
148,6,637.1750183718655,472.0362474531324
149,6,639.8180746955409,476.29125632306886
150,6,643.069403572543,475.7138828831239
151,6,638.2546336986906,474.9280816287999
152,6,646.2771114586876,479.47667118512805
153,6,646.4058112995267,486.669561453308
154,6,647.6657619507432,485.9224304711414
155,6,647.2642157590678,489.9634455042352
156,6,648.7827102904819,487.05148357672573
157,6,647.4997049655037,492.22959164052656
158,6,649.3905685741702,493.6071057650977
159,6,660.2101154282493,491.6154732493637
160,6,662.0188603223298,492.44967569385034
161,6,664.3501115961735,491.73061732601195
162,6,659.9693102444427,487.2561801713524
163,6,661.1381735636317,486.21965608420885
164,6,670.5410248184514,487.11859445305413
165,6,650.8152479943412,485.6249891924794
166,6,651.7616210683038,484.8833138842552
167,6,664.4164404803075,483.35307563515414
168,6,661.3509353805487,478.33829275047725
169,6,671.2938451670608,481.2933935916755
170,6,671.3037915206721,474.2253008335099
171,6,671.3206174621916,477.0269141481997
172,6,673.1978930406974,474.10352121417634
173,6,676.7582556804964,476.0402792623352
174,6,676.2106439596968,460.48600633050387
175,6,677.3722055833136,464.3310044260052
176,6,678.1073981361516,460.9429474786457
177,6,680.5270030239808,470.41875185247824
178,6,681.905824651094,473.3200654476774
179,6,683.0375973242407,467.6766818558457
180,6,682.1352336073173,463.10987437024204
181,6,683.0892668688293,456.07221052017513
182,6,687.3400611769157,460.551228209632
183,6,689.3155708406795,455.5648129057424
184,6,689.3649646439692,456.04417533821993
185,6,689.7167523361047,454.91236938357633
186,6,689.7298968400348,449.1990216253619
187,6,694.7230504423127,445.9775015339838
188,6,699.4760229684324,445.63343645267423
189,6,700.3631507433017,440.522086913519
190,6,704.2685492865745,439.46689414262516
191,6,705.084483747182,436.85378776526704
192,6,706.1009656368118,433.3679884488548
193,6,709.710580037791,428.84573806574895
194,6,710.5951697708424,431.3933081813214
195,6,712.1578623503954,424.51087491679044
196,6,714.8335025730981,429.5203394470913
197,6,712.856236068355,433.34945572145585
198,6,714.846490856796,428.6532882302584
199,6,716.6428555160655,416.9757798233573
200,6,719.9267764049058,424.6081834044238
201,6,719.9246613244432,424.7547984591721
202,6,721.8025594207813,419.346359668395
203,6,722.9313350145796,423.1260355020052
204,6,726.9864040681914,427.1063516151839
205,6,727.6094968768049,420.9327229195366
206,6,727.6946547550419,405.15996379160094
207,6,731.0780840572565,414.7719208038825
208,6,732.9705226554788,414.3936667193275
209,6,733.2312191313066,414.36249463330114
210,6,738.1249379892153,410.163843899759
211,6,750.7188730617066,406.90464754975716
212,6,738.3148303757773,400.8854561572332
213,6,757.5794857491146,392.0962936022753
214,6,770.7278016718477,388.79508132092684
215,6,776.7809881346266,394.0825307083078
216,6,780.6538733278272,407.23872784083176
217,6,776.7560299372501,420.4383203579509
218,6,781.7555702597535,427.0165721748418
219,6,787.2895442707786,432.07595859550196
220,6,792.7112455085078,432.4166776189012
221,6,798.5370760872952,430.9727109790487
222,6,806.5826520569017,441.2750057307006
223,6,807.3490624459594,443.2794468201327
224,6,812.3940647986949,451.4751136691598
225,6,810.6968703869438,451.8606131542218
226,6,810.020337036827,465.5365238725461
