ant_id,surrogate_x,surrogate_y
6,-0.15970823792652797,-0.18646664624834614
6,-0.16183236086946604,-0.18337954361398046
6,-0.16902796126185532,-0.18268800508776772
6,-0.16599740439990884,-0.19452044318400163
6,-0.16791518766007366,-0.17799046941930954
6,-0.1662147424398377,-0.1777327467014008
6,-0.18228587346006098,-0.17546346886802253
6,-0.17183486822155236,-0.1542561258304245
6,-0.19980491627585462,-0.17512400034001174
6,-0.19004722810600108,-0.16937145391377764
6,-0.18675189787374058,-0.1545317141740997
6,-0.1996632864823694,-0.15151830004135802
6,-0.20335656847857497,-0.1452963470857775
6,-0.2019248550287015,-0.14508848898309343
6,-0.20544016834196058,-0.14361970234216725
6,-0.21284135468194387,-0.1271041199501903
6,-0.2167723399228495,-0.13326821159291852
6,-0.21522929320381057,-0.11338488345383495
6,-0.2192745184880838,-0.1098936496722813
6,-0.23099594727910996,-0.1060980431712884
6,-0.23370340748248436,-0.09375784616465462
6,-0.23439282309826173,-0.09274546778169085
6,-0.2571410200751682,-0.08359642921532198
6,-0.25824778160387396,-0.08311211006458284
6,-0.26680935664045113,-0.08057820473467257
6,-0.2766469714828844,-0.07340680263836122
6,-0.2680752842588764,-0.07046685546387431
6,-0.2807255058692313,-0.06887840472442766
6,-0.2836107503032812,-0.06942845547062362
6,-0.28944470561012625,-0.06709898172331799
6,-0.2887461837435792,-0.0647590614819317
6,-0.32091126423723493,-0.04540012830125438
6,-0.35696833320554844,-0.049588469544836575
6,-0.36001883317197003,-0.03266017178041791
6,-0.37678590467802137,-0.02659798446465351
6,-0.3718218942407935,-0.02458910229465445
6,-0.36454912601190276,-0.02364019082009934
6,-0.38338521983653734,-0.005155749758479759
6,-0.384904731198452,0.0036552177211244133
6,-0.387866151943782,0.008606269285015202
6,-0.3998197814191088,0.011598351869115819
6,-0.4024768495665497,0.011658124779826286
6,-0.46719738150746465,0.013454000507682905
6,-0.4034680299775563,0.018846607613088446
6,-0.5210079407277937,0.04873708379918348
6,-0.5799716740324766,0.13784879890800572
6,-0.5221344539614928,0.1532339550698828
6,-0.5351948631347934,0.22005240208928675
6,-0.6384137210120804,0.15315805513431205
6,-0.6487182782973552,0.6215232523586749
6,-0.6071995220138011,0.22424487319462202
6,-0.6013243417806772,0.33985028687791957
6,-0.6304587467892838,0.8036509331251284
6,-0.6199718589544548,0.6508430480461256
6,-0.5725564678773336,0.32847072786666087
6,-0.5714450149846899,0.32619658849641564
6,-0.6321172108508367,0.32249410784989585
6,-0.5456847362506408,0.9669895616666807
6,-0.5207644809963033,0.31962937392699603
6,-0.5506693243119521,0.30794447791256785
6,-0.5679767963576386,0.6922346176830665
6,-0.5652487171772607,0.3572590631053466
6,-0.5622690853437722,0.2995043905986858
6,-0.5601546750788408,0.2987609190563362
6,-0.5600936900372856,0.29854670957613577
6,-0.5589685460860824,0.2941607096397719
6,-0.556520107956759,0.29301174716592043
6,-0.5522910922676768,0.2790290931698751
6,-0.533097748227254,0.2754391508421022
6,-0.5362340110139178,0.26715370123878074
6,-0.5401655687333863,0.26397158631862483
6,-0.5421776690150554,0.25662433048187955
6,-0.6803802675022796,0.8234500185900722
6,-0.6390454595429379,0.66866774735782
6,-0.6459090446915119,0.7393711338230304
6,-0.6474387834499118,0.626923827950845
6,-0.6907583474999411,1.0048485224859474
6,-0.702614466883998,1.0178331505992253
6,-0.7054709521229829,1.0121223965136799
6,-0.7878754239891139,1.0179198308737358
6,-0.8143073753598168,1.0296439900936794
6,-0.8791369054144832,1.0972611213705448
6,-0.9385698974636637,1.1851443045486787
6,-0.9043362052329498,1.2219626281246871
6,-0.8700347950409704,1.1204455672756086
6,-0.8170446470079218,1.084513619726582
6,-0.8055260247693403,1.0845845159032013
6,-0.9208025946637726,1.1728462465316816
6,-1.008649346547183,1.2911877134681935
6,-0.8589627651321686,1.00694277662468
6,-0.8421807304397416,1.0340775626935812
6,-0.8292138305447913,1.1148192658221594
6,-0.794699552986653,0.869063622398075
6,-0.8616320632323277,0.8683248076517215
6,-0.8905845277601211,0.8438121025817804
6,-0.9214389592168859,0.996356236663394
6,-0.933173906928201,0.9816541322439719
6,-0.9322941935786284,0.9702035466330661
6,-0.8960243699580551,0.9727080448096909
6,-0.8269364206072356,0.8114984208915358
6,-0.8613642828239113,1.0157916130693672
6,-0.7769713883012711,0.9155726911798642
6,-0.7713450014057898,0.8394318589147313
6,-0.7690634771769965,0.840344731197408
6,-0.75124418732314,0.8760147509071942
6,-0.7574312543177082,0.8770605501827654
6,-0.7079398161852317,0.8819538140760925
6,-0.7443505664935434,0.9621746385772791
6,-0.7415684627629426,0.8992099349733356
6,-0.7408382305316903,0.928364141025669
6,-0.7381228656844416,0.9304619871876021
6,-0.7341097137450396,0.9329475844145919
6,-0.7277993021131796,0.9361759800677407
6,-0.7058934271838749,0.9427590053362037
6,-0.7268328488511037,0.9486539958441036
6,-0.7197137294145948,0.9547034100691298
6,-0.6867964084094328,0.8384845471932696
6,-0.6722620104350733,0.661948925609193
6,-0.6795301981372965,0.6586565994797641
6,-0.6577408279997976,0.6545401697315515
6,-0.6943707117157609,0.7900253127025813
6,-0.6888279280921795,0.762279010760442
6,-0.6905283854038166,0.760932577610085
6,-0.6503670719651403,0.6983955673168787
6,-0.6772363296281388,0.6323260222295864
6,-0.6768862173021517,0.7202694636654751
6,-0.6551206123099493,0.6456021983718013
6,-0.6692917936916908,0.6637958301554315
6,-0.6681264895950083,0.7114646577485338
6,-0.6672448264857538,0.7425441180341673
6,-0.666221020819081,0.7011530047214105
6,-0.6656115208872538,0.7233439951767691
6,-0.6637093791625472,0.7258639029287478
6,-0.6581042911912712,0.616602432288343
6,-0.6323696144084967,0.2324102948305747
6,-0.5801363928211618,0.1538340471813028
6,-0.587977848712897,0.19040484558772033
6,-0.5920799161017234,0.15872137873473058
6,-0.5944311745015497,0.16760306105631698
6,-0.59998049212819,0.17230715958088125
6,-0.6106724224061513,0.17568618643326928
6,-0.6139419403985387,0.17601365640809546
6,-0.6158923498859618,0.1798722645603743
6,-0.5870056521706539,0.15866870133008557
6,-0.5275253203088462,0.21397101904557336
6,-0.5252033798959568,0.21133669691797322
6,-0.5135013446876441,0.6118368029967214
6,-0.5127333891564335,0.2526148422207451
6,-0.5122016886577409,0.2502724893038462
6,-0.5078255285090468,0.24567659832864253
6,-0.47970580736884516,0.24554024107391603
6,-0.5071139875201647,0.2338073908961126
6,-0.4861884294218471,0.3406227607030343
6,-0.5027519109015068,0.3450043520594509
6,-0.5017695505220227,0.4783638231808498
